Ticker SYMBOL,公司代號,公司名稱,產業別,資料季度,錯誤原因
3419.TW,3419,譁裕實業股份有限公司,27,2025Q3,缺少營業收入/收益
3432.TW,3432,台端興業股份有限公司,28,2025Q3,缺少營業收入/收益
3437.TW,3437,榮創能源科技股份有限公司,26,2025Q3,缺少營業收入/收益
3443.TW,3443,創意電子股份有限公司,24,2025Q3,缺少營業收入/收益
3447.TW,3447,展達通訊股份有限公司,27,2025Q3,缺少營業收入/收益
3450.TW,3450,聯鈞光電股份有限公司,24,2025Q3,缺少營業收入/收益
3481.TW,3481,群創光電股份有限公司,26,2025Q3,缺少營業收入/收益
3494.TW,3494,誠研科技股份有限公司,25,2025Q3,缺少營業收入/收益
3501.TW,3501,維熹科技股份有限公司,28,2025Q3,缺少營業收入/收益
3504.TW,3504,揚明光學股份有限公司,26,2025Q3,缺少營業收入/收益
3515.TW,3515,華擎科技股份有限公司,25,2025Q3,缺少營業收入/收益
3518.TW,3518,柏騰科技股份有限公司,31,2025Q3,缺少營業收入/收益
3528.TW,3528,安馳科技股份有限公司,29,2025Q3,缺少營業收入/收益
3530.TW,3530,晶相光電股份有限公司,24,2025Q3,缺少營業收入/收益
3532.TW,3532,台塑勝高科技股份有限公司,24,2025Q3,缺少營業收入/收益
3533.TW,3533,嘉澤端子工業股份有限公司,28,2025Q3,缺少營業收入/收益
3535.TW,3535,晶彩科技股份有限公司,26,2025Q3,缺少營業收入/收益
3543.TW,3543,州巧科技股份有限公司,26,2025Q3,缺少營業收入/收益
3545.TW,3545,敦泰電子股份有限公司,24,2025Q3,缺少營業收入/收益
3550.TW,3550,聯穎科技股份有限公司,28,2025Q3,缺少營業收入/收益
3557.TW,3557,嘉威生活股份有限公司,38,2025Q3,缺少營業收入/收益
3563.TW,3563,牧德科技股份有限公司,26,2025Q3,缺少營業收入/收益
3576.TW,3576,聯合再生能源股份有限公司,26,2025Q3,缺少營業收入/收益
3583.TW,3583,辛耘企業股份有限公司,24,2025Q3,缺少營業收入/收益
3588.TW,3588,通嘉科技股份有限公司,24,2025Q3,缺少營業收入/收益
3591.TW,3591,艾笛森光電股份有限公司,26,2025Q3,缺少營業收入/收益
3592.TW,3592,瑞鼎科技股份有限公司,24,2025Q3,缺少營業收入/收益
3593.TW,3593,力銘科技股份有限公司,28,2025Q3,缺少營業收入/收益
3596.TW,3596,智易科技股份有限公司,27,2025Q3,缺少營業收入/收益
3605.TW,3605,宏致電子股份有限公司,28,2025Q3,缺少營業收入/收益
3607.TW,3607,谷崧精密工業股份有限公司,28,2025Q3,缺少營業收入/收益
3617.TW,3617,碩天科技股份有限公司,31,2025Q3,缺少營業收入/收益
3622.TW,3622,洋華光電股份有限公司,26,2025Q3,缺少營業收入/收益
3645.TW,3645,達邁科技股份有限公司,28,2025Q3,缺少營業收入/收益
3652.TW,3652,精聯電子股份有限公司,25,2025Q3,缺少營業收入/收益
3653.TW,3653,健策精密工業股份有限公司,28,2025Q3,缺少營業收入/收益
3661.TW,3661,世芯電子股份有限公司,24,2025Q3,缺少營業收入/收益
3665.TW,3665,貿聯控股(BizLink Holding Inc.),31,2025Q3,缺少營業收入/收益
3669.TW,3669,圓展科技股份有限公司,27,2025Q3,缺少營業收入/收益
3673.TW,3673,"TPK Holding Co., Ltd.",26,2025Q3,缺少營業收入/收益
3679.TW,3679,新至陞科技股份有限公司,28,2025Q3,缺少營業收入/收益
3686.TW,3686,達能科技股份有限公司,24,2025Q3,缺少營業收入/收益
3694.TW,3694,海華科技股份有限公司,27,2025Q3,缺少營業收入/收益
3701.TW,3701,大眾全球投資控股股份有限公司,25,2025Q3,缺少營業收入/收益
3702.TW,3702,大聯大控股股份有限公司,29,2025Q3,缺少營業收入/收益
3703.TW,3703,欣陸投資控股股份有限公司,14,2025Q3,缺少營業收入/收益
3704.TW,3704,合勤投資控股股份有限公司,27,2025Q3,缺少營業收入/收益
3705.TW,3705,永信國際投資控股股份有限公司,22,2025Q3,缺少營業收入/收益
3706.TW,3706,神達控股股份有限公司,25,2025Q3,缺少營業收入/收益
3708.TW,3708,上緯國際投資控股股份有限公司,35,2025Q3,缺少營業收入/收益
3711.TW,3711,日月光投資控股股份有限公司,24,2025Q3,缺少營業收入/收益
3712.TW,3712,永崴投資控股股份有限公司,25,2025Q3,缺少營業收入/收益
3714.TW,3714,富采控股股份有限公司,26,2025Q3,缺少營業收入/收益
3715.TW,3715,定穎投資控股股份有限公司,28,2025Q3,缺少營業收入/收益
3716.TW,3716,中化控股股份有限公司,22,2025Q3,缺少營業收入/收益
3717.TW,3717,聯嘉光電投資控股股份有限公司,12,2025Q3,缺少營業收入/收益
4104.TW,4104,佳醫健康事業股份有限公司,22,2025Q3,缺少營業收入/收益
4106.TW,4106,雃博股份有限公司,22,2025Q3,缺少營業收入/收益
4108.TW,4108,懷特生技新藥股份有限公司,22,2025Q3,缺少營業收入/收益
4119.TW,4119,旭富製藥科技股份有限公司,22,2025Q3,缺少營業收入/收益
4133.TW,4133,亞諾法生技股份有限公司,22,2025Q3,缺少營業收入/收益
4137.TW,4137,麗豐股份有限公司,22,2025Q3,缺少營業收入/收益
4142.TW,4142,國光生物科技股份有限公司,22,2025Q3,缺少營業收入/收益
4148.TW,4148,全宇生技控股有限公司,22,2025Q3,缺少營業收入/收益
4155.TW,4155,訊映光電股份有限公司,22,2025Q3,缺少營業收入/收益
4164.TW,4164,承業生醫投資控股股份有限公司,22,2025Q3,缺少營業收入/收益
4190.TW,4190,佐登妮絲集團股份有限公司,22,2025Q3,缺少營業收入/收益
4306.TW,4306,炎洲股份有限公司,03,2025Q3,缺少營業收入/收益
4414.TW,4414,如興股份有限公司,04,2025Q3,缺少營業收入/收益
4426.TW,4426,利勤實業股份有限公司,04,2025Q3,缺少營業收入/收益
4438.TW,4438,廣越企業股份有限公司,04,2025Q3,缺少營業收入/收益
4439.TW,4439,冠星集團控股有限公司,04,2025Q3,缺少營業收入/收益
4440.TW,4440,宜新實業股份有限公司,04,2025Q3,缺少營業收入/收益
4441.TW,4441,振大環球股份有限公司,04,2025Q3,缺少營業收入/收益
4526.TW,4526,東台精機股份有限公司,05,2025Q3,缺少營業收入/收益
4532.TW,4532,瑞智精密股份有限公司,05,2025Q3,缺少營業收入/收益
4536.TW,4536,拓凱實業股份有限公司,37,2025Q3,缺少營業收入/收益
4540.TW,4540,全球傳動科技股份有限公司,05,2025Q3,缺少營業收入/收益
4545.TW,4545,銘鈺精密工業股份有限公司,28,2025Q3,缺少營業收入/收益
4551.TW,4551,智伸科技股份有限公司,12,2025Q3,缺少營業收入/收益
4552.TW,4552,力達控股有限公司,05,2025Q3,缺少營業收入/收益
4555.TW,4555,台灣氣立股份有限公司,05,2025Q3,缺少營業收入/收益
4557.TW,4557,永新控股股份有限公司,12,2025Q3,缺少營業收入/收益
4560.TW,4560,強信機械科技股份有限公司,05,2025Q3,缺少營業收入/收益
4562.TW,4562,穎漢科技股份有限公司,05,2025Q3,缺少營業收入/收益
4564.TW,4564,元翎精密工業股份有限公司,05,2025Q3,缺少營業收入/收益
4566.TW,4566,時碩工業股份有限公司,05,2025Q3,缺少營業收入/收益
4569.TW,4569,六方科技股份有限公司,12,2025Q3,缺少營業收入/收益
4571.TW,4571,鈞興機電國際股份有限公司,05,2025Q3,缺少營業收入/收益
4572.TW,4572,駐龍精密機械股份有限公司,05,2025Q3,缺少營業收入/收益
4576.TW,4576,大銀微系統股份有限公司,05,2025Q3,缺少營業收入/收益
4581.TW,4581,World Known MFG(Cayman)Limited,12,2025Q3,缺少營業收入/收益
4583.TW,4583,台灣精銳科技股份有限公司,05,2025Q3,缺少營業收入/收益
4585.TW,4585,達明機器人股份有限公司,31,2025Q3,缺少營業收入/收益
4588.TW,4588,玖鼎電力資訊股份有限公司,31,2025Q3,缺少營業收入/收益
4590.TW,4590,富田電機股份有限公司,05,2025Q3,缺少營業收入/收益
4720.TW,4720,德淵企業股份有限公司,21,2025Q3,缺少營業收入/收益
4722.TW,4722,國精化學股份有限公司,21,2025Q3,缺少營業收入/收益
4736.TW,4736,泰博科技股份有限公司,22,2025Q3,缺少營業收入/收益
4737.TW,4737,華廣生技股份有限公司,22,2025Q3,缺少營業收入/收益
4739.TW,4739,康普材料科技股份有限公司,21,2025Q3,缺少營業收入/收益
4746.TW,4746,台耀化學股份有限公司,22,2025Q3,缺少營業收入/收益
4755.TW,4755,三福化工股份有限公司,21,2025Q3,缺少營業收入/收益
4763.TW,4763,濟南大自然新材料股份有限公司,21,2025Q3,缺少營業收入/收益
4764.TW,4764,雙鍵化工股份有限公司,21,2025Q3,缺少營業收入/收益
4766.TW,4766,南寶樹脂化學工廠股份有限公司,21,2025Q3,缺少營業收入/收益
4770.TW,4770,上品綜合工業股份有限公司,21,2025Q3,缺少營業收入/收益
4771.TW,4771,望隼科技股份有限公司,22,2025Q3,缺少營業收入/收益
4807.TW,4807,日成控股股份有限公司,18,2025Q3,缺少營業收入/收益
4904.TW,4904,遠傳電信股份有限公司,27,2025Q3,缺少營業收入/收益
4906.TW,4906,正文科技股份有限公司,27,2025Q3,缺少營業收入/收益
4912.TW,4912,聯德控股股份有限公司,28,2025Q3,缺少營業收入/收益
4915.TW,4915,致伸科技股份有限公司,28,2025Q3,缺少營業收入/收益
4916.TW,4916,事欣科技股份有限公司,25,2025Q3,缺少營業收入/收益
4919.TW,4919,新唐科技股份有限公司,24,2025Q3,缺少營業收入/收益
4927.TW,4927,泰鼎國際股份有限公司,28,2025Q3,缺少營業收入/收益
4930.TW,4930,燦星網通股份有限公司,06,2025Q3,缺少營業收入/收益
4934.TW,4934,太極能源科技股份有限公司,26,2025Q3,缺少營業收入/收益
4935.TW,4935,茂林光電科技(開曼)股份有限公司,26,2025Q3,缺少營業收入/收益
4938.TW,4938,和碩聯合科技股份有限公司,25,2025Q3,缺少營業收入/收益
4942.TW,4942,嘉彰股份有限公司,26,2025Q3,缺少營業收入/收益
4943.TW,4943,開曼康而富控股股份有限公司,28,2025Q3,缺少營業收入/收益
4949.TW,4949,有成精密股份有限公司,26,2025Q3,缺少營業收入/收益
4952.TW,4952,凌通科技股份有限公司,24,2025Q3,缺少營業收入/收益
4956.TW,4956,光鋐科技股份有限公司,26,2025Q3,缺少營業收入/收益
4958.TW,4958,臻鼎科技控股股份有限公司,28,2025Q3,缺少營業收入/收益
4960.TW,4960,誠美材料科技股份有限公司,26,2025Q3,缺少營業收入/收益
4961.TW,4961,天鈺科技股份有限公司,24,2025Q3,缺少營業收入/收益
4967.TW,4967,十銓科技股份有限公司,24,2025Q3,缺少營業收入/收益
4968.TW,4968,立積電子股份有限公司,24,2025Q3,缺少營業收入/收益
4976.TW,4976,佳凌科技股份有限公司,26,2025Q3,缺少營業收入/收益
4977.TW,4977,眾達科技股份有限公司,27,2025Q3,缺少營業收入/收益
4989.TW,4989,李長榮科技股份有限公司,28,2025Q3,缺少營業收入/收益
4994.TW,4994,傳奇網路遊戲股份有限公司,30,2025Q3,缺少營業收入/收益
4999.TW,4999,鑫禾科技股份有限公司,28,2025Q3,缺少營業收入/收益
5007.TW,5007,三星科技股份有限公司,10,2025Q3,缺少營業收入/收益
5203.TW,5203,訊連科技股份有限公司,30,2025Q3,缺少營業收入/收益
5215.TW,5215,科嘉(開曼)股份有限公司,25,2025Q3,缺少營業收入/收益
5222.TW,5222,全訊科技股份有限公司,24,2025Q3,缺少營業收入/收益
5225.TW,5225,東科控股股份有限公司,31,2025Q3,缺少營業收入/收益
5234.TW,5234,達興材料股份有限公司,26,2025Q3,缺少營業收入/收益
5243.TW,5243,乙盛精密工業股份有限公司,26,2025Q3,缺少營業收入/收益
5244.TW,5244,弘凱光電股份有限公司,26,2025Q3,缺少營業收入/收益
5258.TW,5258,虹堡科技股份有限公司,25,2025Q3,缺少營業收入/收益
5269.TW,5269,祥碩科技股份有限公司,24,2025Q3,缺少營業收入/收益
5283.TW,5283,禾聯碩股份有限公司,06,2025Q3,缺少營業收入/收益
5284.TW,5284,經寶精密控股股份有限公司,20,2025Q3,缺少營業收入/收益
5285.TW,5285,界霖科技股份有限公司,24,2025Q3,缺少營業收入/收益
5288.TW,5288,開曼商豐祥控股股份有限公司,05,2025Q3,缺少營業收入/收益
5292.TW,5292,華懋科技股份有限公司,35,2025Q3,缺少營業收入/收益
5306.TW,5306,桂盟國際股份有限公司,37,2025Q3,缺少營業收入/收益
5388.TW,5388,中磊電子股份有限公司,27,2025Q3,缺少營業收入/收益
5434.TW,5434,崇越科技股份有限公司,29,2025Q3,缺少營業收入/收益
5469.TW,5469,瀚宇博德股份有限公司,28,2025Q3,缺少營業收入/收益
5471.TW,5471,松翰科技股份有限公司,24,2025Q3,缺少營業收入/收益
5484.TW,5484,慧友電子股份有限公司,26,2025Q3,缺少營業收入/收益
5515.TW,5515,建國工程股份有限公司,14,2025Q3,缺少營業收入/收益
5519.TW,5519,隆大營建事業股份有限公司,14,2025Q3,缺少營業收入/收益
5521.TW,5521,工信工程股份有限公司,14,2025Q3,缺少營業收入/收益
5522.TW,5522,遠雄建設事業股份有限公司,14,2025Q3,缺少營業收入/收益
5525.TW,5525,順天建設股份有限公司,14,2025Q3,缺少營業收入/收益
5531.TW,5531,鄉林建設事業股份有限公司,14,2025Q3,缺少營業收入/收益
5533.TW,5533,皇鼎建設開發股份有限公司,14,2025Q3,缺少營業收入/收益
5534.TW,5534,長虹建設股份有限公司,14,2025Q3,缺少營業收入/收益
5538.TW,5538,開曼東明控股股份有限公司,10,2025Q3,缺少營業收入/收益
5546.TW,5546,永固集團股份有限公司,14,2025Q3,缺少營業收入/收益
5607.TW,5607,遠雄自貿港投資控股股份有限公司,15,2025Q3,缺少營業收入/收益
5608.TW,5608,四維航業股份有限公司,15,2025Q3,缺少營業收入/收益
5706.TW,5706,鳳凰國際旅行社股份有限公司,16,2025Q3,缺少營業收入/收益
5871.TW,5871,中租控股股份有限公司,20,2025Q3,缺少營業收入/收益
5876.TW,5876,上海商業儲蓄銀行股份有限公司,17,2025Q3,缺少營業收入/收益
5880.TW,5880,合作金庫金融控股股份有限公司,17,2025Q3,缺少營業收入/收益
5906.TW,5906,台南生活(開曼)股份有限公司,18,2025Q3,缺少營業收入/收益
5907.TW,5907,Grand Ocean RetailGroupLimited,18,2025Q3,缺少營業收入/收益
6005.TW,6005,群益金鼎證券股份有限公司,17,2025Q3,缺少營業收入/收益
6024.TW,6024,群益期貨股份有限公司,17,2025Q3,缺少營業收入/收益
6108.TW,6108,競國實業股份有限公司,28,2025Q3,缺少營業收入/收益
6112.TW,6112,邁達特數位股份有限公司,30,2025Q3,缺少營業收入/收益
6115.TW,6115,鎰勝工業股份有限公司,28,2025Q3,缺少營業收入/收益
6116.TW,6116,瀚宇彩晶股份有限公司,26,2025Q3,缺少營業收入/收益
6117.TW,6117,迎廣科技股份有限公司,25,2025Q3,缺少營業收入/收益
6120.TW,6120,達運精密工業股份有限公司,26,2025Q3,缺少營業收入/收益
6128.TW,6128,上福全球科技股份有限公司,25,2025Q3,缺少營業收入/收益
6133.TW,6133,金橋科技股份有限公司,28,2025Q3,缺少營業收入/收益
6136.TW,6136,富爾特科技股份有限公司,27,2025Q3,缺少營業收入/收益
6139.TW,6139,亞翔工程股份有限公司,31,2025Q3,缺少營業收入/收益
6141.TW,6141,柏承科技股份有限公司,28,2025Q3,缺少營業收入/收益
6142.TW,6142,友勁科技股份有限公司,27,2025Q3,缺少營業收入/收益
6152.TW,6152,百一電子股份有限公司,27,2025Q3,缺少營業收入/收益
6153.TW,6153,嘉聯益科技股份有限公司,28,2025Q3,缺少營業收入/收益
6155.TW,6155,鈞寶電子工業股份有限公司,28,2025Q3,缺少營業收入/收益
6164.TW,6164,華興電子工業股份有限公司,26,2025Q3,缺少營業收入/收益
6165.TW,6165,浪凡網路科技股份有限公司,36,2025Q3,缺少營業收入/收益
6166.TW,6166,凌華科技股份有限公司,25,2025Q3,缺少營業收入/收益
6168.TW,6168,宏齊科技股份有限公司,26,2025Q3,缺少營業收入/收益
6176.TW,6176,瑞儀光電股份有限公司,26,2025Q3,缺少營業收入/收益
6177.TW,6177,達麗建設事業股份有限公司,14,2025Q3,缺少營業收入/收益
6183.TW,6183,關貿網路股份有限公司,30,2025Q3,缺少營業收入/收益
6184.TW,6184,大豐有線電視股份有限公司,20,2025Q3,缺少營業收入/收益
6189.TW,6189,豐藝電子股份有限公司,29,2025Q3,缺少營業收入/收益
6191.TW,6191,精成科技股份有限公司,28,2025Q3,缺少營業收入/收益
6192.TW,6192,巨路國際股份有限公司,31,2025Q3,缺少營業收入/收益
6196.TW,6196,帆宣系統科技股份有限公司,31,2025Q3,缺少營業收入/收益
6197.TW,6197,佳必琪國際股份有限公司,28,2025Q3,缺少營業收入/收益
6201.TW,6201,亞弘電科技股份有限公司,31,2025Q3,缺少營業收入/收益
6202.TW,6202,盛群半導體股份有限公司,24,2025Q3,缺少營業收入/收益
6205.TW,6205,詮欣股份有限公司,28,2025Q3,缺少營業收入/收益
6206.TW,6206,飛捷科技股份有限公司,25,2025Q3,缺少營業收入/收益
6209.TW,6209,今國光學工業股份有限公司,26,2025Q3,缺少營業收入/收益
6213.TW,6213,聯茂電子股份有限公司,28,2025Q3,缺少營業收入/收益
6214.TW,6214,精誠資訊股份有限公司,30,2025Q3,缺少營業收入/收益
6215.TW,6215,和椿科技股份有限公司,31,2025Q3,缺少營業收入/收益
6216.TW,6216,居易科技股份有限公司,27,2025Q3,缺少營業收入/收益
6224.TW,6224,聚鼎科技股份有限公司,28,2025Q3,缺少營業收入/收益
6225.TW,6225,天瀚科技股份有限公司,26,2025Q3,缺少營業收入/收益
6226.TW,6226,光鼎電子股份有限公司,26,2025Q3,缺少營業收入/收益
6230.TW,6230,尼得科超眾科技股份有限公司,25,2025Q3,缺少營業收入/收益
6235.TW,6235,華孚科技股份有限公司,25,2025Q3,缺少營業收入/收益
6239.TW,6239,力成科技股份有限公司,24,2025Q3,缺少營業收入/收益
6243.TW,6243,迅杰科技股份有限公司,24,2025Q3,缺少營業收入/收益
6257.TW,6257,矽格股份有限公司,24,2025Q3,缺少營業收入/收益
6269.TW,6269,台郡科技股份有限公司,28,2025Q3,缺少營業收入/收益
6271.TW,6271,同欣電子工業股份有限公司,24,2025Q3,缺少營業收入/收益
6272.TW,6272,驊陞科技股份有限公司,28,2025Q3,缺少營業收入/收益
6277.TW,6277,宏正自動科技股份有限公司,25,2025Q3,缺少營業收入/收益
6278.TW,6278,台灣表面黏著科技股份有限公司,26,2025Q3,缺少營業收入/收益
6281.TW,6281,全國電子股份有限公司,29,2025Q3,缺少營業收入/收益
6282.TW,6282,康舒科技股份有限公司,28,2025Q3,缺少營業收入/收益
6283.TW,6283,淳安電子股份有限公司,31,2025Q3,缺少營業收入/收益
6285.TW,6285,啟碁科技股份有限公司,27,2025Q3,缺少營業收入/收益
6405.TW,6405,悅城科技股份有限公司,26,2025Q3,缺少營業收入/收益
6409.TW,6409,旭隼科技股份有限公司,31,2025Q3,缺少營業收入/收益
6412.TW,6412,群光電能科技股份有限公司,28,2025Q3,缺少營業收入/收益
6414.TW,6414,樺漢科技股份有限公司,25,2025Q3,缺少營業收入/收益
6415.TW,6415,矽力杰股份有限公司,24,2025Q3,缺少營業收入/收益
6416.TW,6416,瑞祺電通股份有限公司,27,2025Q3,缺少營業收入/收益
6426.TW,6426,統新光訊股份有限公司,27,2025Q3,缺少營業收入/收益
6431.TW,6431,光麗生技控股股份有限公司,22,2025Q3,缺少營業收入/收益
6438.TW,6438,迅得機械股份有限公司,31,2025Q3,缺少營業收入/收益
6442.TW,6442,光紅建聖股份有限公司,27,2025Q3,缺少營業收入/收益
6443.TW,6443,元晶太陽能科技股份有限公司,26,2025Q3,缺少營業收入/收益
6446.TW,6446,藥華醫藥股份有限公司,22,2025Q3,缺少營業收入/收益
6449.TW,6449,鈺邦科技股份有限公司,28,2025Q3,缺少營業收入/收益
6451.TW,6451,訊芯科技控股股份有限公司,24,2025Q3,缺少營業收入/收益
6456.TW,6456,GIS Holding Limited,26,2025Q3,缺少營業收入/收益
6464.TW,6464,台灣數位光訊科技股份有限公司,20,2025Q3,缺少營業收入/收益
6472.TW,6472,保瑞藥業股份有限公司,22,2025Q3,缺少營業收入/收益
6477.TW,6477,安集科技股份有限公司,26,2025Q3,缺少營業收入/收益
6491.TW,6491,晶碩光學股份有限公司,22,2025Q3,缺少營業收入/收益
6504.TW,6504,南六企業股份有限公司,20,2025Q3,缺少營業收入/收益
6505.TW,6505,台塑石化股份有限公司,23,2025Q3,缺少營業收入/收益
6515.TW,6515,穎崴科技股份有限公司,24,2025Q3,缺少營業收入/收益
6525.TW,6525,捷敏股份有限公司,24,2025Q3,缺少營業收入/收益
6526.TW,6526,達發科技股份有限公司,24,2025Q3,缺少營業收入/收益
6531.TW,6531,愛普科技股份有限公司,24,2025Q3,缺少營業收入/收益
6533.TW,6533,晶心科技股份有限公司,24,2025Q3,缺少營業收入/收益
6534.TW,6534,正瀚生技股份有限公司,22,2025Q3,缺少營業收入/收益
6541.TW,6541,泰福生技股份有限公司,22,2025Q3,缺少營業收入/收益
6550.TW,6550,北極星藥業集團股份有限公司,22,2025Q3,缺少營業收入/收益
6552.TW,6552,易華電子股份有限公司,24,2025Q3,缺少營業收入/收益
6558.TW,6558,興能高科技股份有限公司,31,2025Q3,缺少營業收入/收益
6573.TW,6573,虹揚發展科技股份有限公司,24,2025Q3,缺少營業收入/收益
6579.TW,6579,研揚科技股份有限公司,25,2025Q3,缺少營業收入/收益
6581.TW,6581,台灣鋼聯股份有限公司,35,2025Q3,缺少營業收入/收益
6582.TW,6582,申豐特用應材股份有限公司,11,2025Q3,缺少營業收入/收益
6585.TW,6585,鼎基先進材料股份有限公司,20,2025Q3,缺少營業收入/收益
6589.TW,6589,台康生技股份有限公司,22,2025Q3,缺少營業收入/收益
6591.TW,6591,動力科技股份有限公司,25,2025Q3,缺少營業收入/收益
6592.TW,6592,和潤企業股份有限公司,20,2025Q3,缺少營業收入/收益
6598.TW,6598,Applied BioCode Corporation,22,2025Q3,缺少營業收入/收益
6605.TW,6605,帝寶工業股份有限公司,12,2025Q3,缺少營業收入/收益
6606.TW,6606,建德工業股份有限公司,05,2025Q3,缺少營業收入/收益
6614.TW,6614,資拓宏宇國際股份有限公司,36,2025Q3,缺少營業收入/收益
6625.TW,6625,必應創造股份有限公司,20,2025Q3,缺少營業收入/收益
6641.TW,6641,基士德科技股份有限公司,35,2025Q3,缺少營業收入/收益
6645.TW,6645,金萬林企業股份有限公司,22,2025Q3,缺少營業收入/收益
6655.TW,6655,科定企業股份有限公司,20,2025Q3,缺少營業收入/收益
6657.TW,6657,華安醫學股份有限公司,22,2025Q3,缺少營業收入/收益
6658.TW,6658,聯策科技股份有限公司,31,2025Q3,缺少營業收入/收益
6666.TW,6666,羅麗芬控股股份有限公司,22,2025Q3,缺少營業收入/收益
6668.TW,6668,中揚光電股份有限公司,26,2025Q3,缺少營業收入/收益
6669.TW,6669,緯穎科技服務股份有限公司,25,2025Q3,缺少營業收入/收益
6670.TW,6670,復盛應用科技股份有限公司,37,2025Q3,缺少營業收入/收益
6671.TW,6671,三能集團控股股份有限公司,38,2025Q3,缺少營業收入/收益
6672.TW,6672,騰輝電子國際集團股份有限公司,28,2025Q3,缺少營業收入/收益
6674.TW,6674,鋐寶科技股份有限公司,27,2025Q3,缺少營業收入/收益
6689.TW,6689,伊雲谷數位科技股份有限公司,36,2025Q3,缺少營業收入/收益
6691.TW,6691,洋基工程股份有限公司,31,2025Q3,缺少營業收入/收益
6695.TW,6695,芯鼎科技股份有限公司,24,2025Q3,缺少營業收入/收益
6698.TW,6698,旭暉應用材料股份有限公司,31,2025Q3,缺少營業收入/收益
6706.TW,6706,惠特科技股份有限公司,26,2025Q3,缺少營業收入/收益
6715.TW,6715,嘉基科技股份有限公司,28,2025Q3,缺少營業收入/收益
6719.TW,6719,力智電子股份有限公司,24,2025Q3,缺少營業收入/收益
6722.TW,6722,輝創電子股份有限公司,31,2025Q3,缺少營業收入/收益
6742.TW,6742,澤米科技股份有限公司,26,2025Q3,缺少營業收入/收益
6743.TW,6743,安普新股份有限公司,31,2025Q3,缺少營業收入/收益
6753.TW,6753,龍德造船工業股份有限公司,15,2025Q3,缺少營業收入/收益
6754.TW,6754,匯僑室內裝修設計股份有限公司,38,2025Q3,缺少營業收入/收益
6756.TW,6756,威鋒電子股份有限公司,24,2025Q3,缺少營業收入/收益
6757.TW,6757,台灣虎航股份有限公司,15,2025Q3,缺少營業收入/收益
6768.TW,6768,志強國際企業股份有限公司,37,2025Q3,缺少營業收入/收益
6770.TW,6770,力晶積成電子製造股份有限公司,24,2025Q3,缺少營業收入/收益
6771.TW,6771,平和環保科技股份有限公司,35,2025Q3,缺少營業收入/收益
6776.TW,6776,展碁國際股份有限公司,29,2025Q3,缺少營業收入/收益
6781.TW,6781,"AES Holding Co., Ltd.",28,2025Q3,缺少營業收入/收益
6782.TW,6782,視陽光學股份有限公司,22,2025Q3,缺少營業收入/收益
6789.TW,6789,采鈺科技股份有限公司,24,2025Q3,缺少營業收入/收益
6790.TW,6790,永豐餘消費品實業股份有限公司,09,2025Q3,缺少營業收入/收益
6792.TW,6792,詠業科技股份有限公司,27,2025Q3,缺少營業收入/收益
6794.TW,6794,向榮生醫科技股份有限公司,22,2025Q3,缺少營業收入/收益
6796.TW,6796,晉弘科技股份有限公司,22,2025Q3,缺少營業收入/收益
6799.TW,6799,來頡科技股份有限公司,24,2025Q3,缺少營業收入/收益
6805.TW,6805,富世達股份有限公司,28,2025Q3,缺少營業收入/收益
6806.TW,6806,森崴能源股份有限公司,35,2025Q3,缺少營業收入/收益
6807.TW,6807,峰源集團股份有限公司,38,2025Q3,缺少營業收入/收益
6830.TW,6830,汎銓科技股份有限公司,31,2025Q3,缺少營業收入/收益
6831.TW,6831,邁&#33834;科技股份有限公司,25,2025Q3,缺少營業收入/收益
6834.TW,6834,天二科技股份有限公司,28,2025Q3,缺少營業收入/收益
6835.TW,6835,圓裕企業股份有限公司,28,2025Q3,缺少營業收入/收益
6838.TW,6838,台新藥股份有限公司,22,2025Q3,缺少營業收入/收益
6854.TW,6854,PlayNitride Inc.,24,2025Q3,缺少營業收入/收益
6861.TW,6861,睿生光電股份有限公司,22,2025Q3,缺少營業收入/收益
6862.TW,6862,三集瑞科技國際集團股份有限公司,28,2025Q3,缺少營業收入/收益
6863.TW,6863,Arizon RFID Technology,27,2025Q3,缺少營業收入/收益
6869.TW,6869,雲豹能源科技股份有限公司,35,2025Q3,缺少營業收入/收益
6873.TW,6873,泓德能源科技股份有限公司,35,2025Q3,缺少營業收入/收益
6885.TW,6885,全福生物科技股份有限公司,22,2025Q3,缺少營業收入/收益
6887.TW,6887,寶綠特資源再生工程股份有限公司,35,2025Q3,缺少營業收入/收益
6890.TW,6890,來億興業股份有限公司,37,2025Q3,缺少營業收入/收益
6901.TW,6901,鑽石生技投資股份有限公司,20,2025Q3,缺少營業收入/收益
6902.TW,6902,走著瞧股份有限公司,36,2025Q3,缺少營業收入/收益
6906.TW,6906,現觀科技股份有限公司,36,2025Q3,缺少營業收入/收益
6908.TW,6908,宏碁遊戲股份有限公司,29,2025Q3,缺少營業收入/收益
6909.TW,6909,創控科技股份有限公司,24,2025Q3,缺少營業收入/收益
6914.TW,6914,阜爾運通股份有限公司,20,2025Q3,缺少營業收入/收益
6916.TW,6916,華凌光電股份有限公司,26,2025Q3,缺少營業收入/收益
6918.TW,6918,愛派司生技股份有限公司,22,2025Q3,缺少營業收入/收益
6919.TW,6919,康霈生技股份有限公司,22,2025Q3,缺少營業收入/收益
6921.TW,6921,嘉雨思科技股份有限公司,24,2025Q3,缺少營業收入/收益
